alpha,beta,train_perplexity,val_perplexity,n_iter,time
0.5,0.5,1.154906153427994,1.3204724994977182,500,11.388152599334717
0.5,1.0,1.155078887737622,1.3193393564668185,500,11.261884927749634
0.5,1.5,1.155167305168148,1.3185353654956025,500,11.325977087020874
0.5,2.0,1.1552741070057102,1.3145277924832053,500,11.407421350479126
0.5,2.5,1.1554187432122522,1.3129728297882948,500,11.459716796875
0.5,3.0,1.1555483560043052,1.3131600559004668,500,11.419323921203613
1.0,0.5,1.141482905513056,1.2052079803133158,500,11.293391466140747
1.0,1.0,1.1415828567286432,1.2051949917993936,500,11.361732244491577
1.0,1.5,1.14168498993505,1.2051957668914792,500,11.303131818771362
1.0,2.0,1.1417874280502702,1.2051995918114367,500,11.3173987865448
1.0,2.5,1.141889631169569,1.2052155092120331,500,11.271975755691528
1.0,3.0,1.1419914388807462,1.2052442793500788,500,11.276395082473755
1.5,0.5,1.1407563932709244,1.1595667342332674,500,11.190835237503052
1.5,1.0,1.1409075249309446,1.1596407098649484,500,11.386433124542236
1.5,1.5,1.1410538373242956,1.1597162278247972,500,11.396604299545288
1.5,2.0,1.141197267810251,1.1597916748814197,500,12.423914194107056
1.5,2.5,1.1413415651094,1.1598628146136918,500,12.29405164718628
1.5,3.0,1.1414889127755956,1.159937410402777,500,11.777034044265747
2.0,0.5,1.1426220673994558,1.1585212996188035,500,11.31323528289795
2.0,1.0,1.1427713027945021,1.158599221264418,500,11.293853759765625
2.0,1.5,1.1429183538348922,1.1586698878758925,500,11.287833452224731
2.0,2.0,1.1430640048704317,1.1587293272132695,500,11.247167110443115
2.0,2.5,1.1432075305163987,1.1587827840436271,500,11.314854383468628
2.0,3.0,1.143347161756054,1.1588355914430548,500,11.360251426696777
2.5,0.5,1.1449824431601534,1.1590853699575885,500,11.282625913619995
2.5,1.0,1.1451268004626225,1.1591307298814872,500,11.205649375915527
2.5,1.5,1.1452681783266143,1.1591710493632101,500,11.149811744689941
2.5,2.0,1.1454069037525996,1.1592075058459648,500,11.188260793685913
2.5,2.5,1.145538265171131,1.159247813246471,500,11.316082000732422
2.5,3.0,1.1456603235340843,1.1592945644595367,500,11.241387128829956
3.0,0.5,1.1470877303966571,1.1599392197672858,500,11.262826204299927
3.0,1.0,1.1472046094835684,1.159946243442644,500,11.233546018600464
3.0,1.5,1.1473152490234073,1.159956811888642,500,11.262396812438965
3.0,2.0,1.147420645852312,1.1599721033123067,500,11.234060287475586
3.0,2.5,1.1475213815084102,1.1599924047397792,500,11.310680389404297
3.0,3.0,1.1476179750710003,1.1600172041960786,500,11.270575284957886
