k,train_perplexity,val_perplexity,test_perplexity,magron_test_perplexity,n_iter,time
2,1.174115757208674,1.1861847190526282,1.1896105855290076,0.16702855617969498,417,9.320029258728027
4,1.1574956594350814,1.1940193049244114,1.2019118223807748,0.16317491602473397,500,11.115045309066772
8,1.1415828567286432,1.2051949917993936,1.2129713368991486,0.1637495633816009,500,11.40256142616272
16,1.1267124370325714,1.267016743666417,1.2970802442219291,0.1644163858743292,500,12.08745789527893
