n_components,train_perplexity,val_perplexity,test_perplexity,n_iter,time
10,1.8796236820024803,3.257849433046758,3.2578494330467587,3,0.057000160217285156
20,1.9307030398867935,3.3463825041700783,3.3463825041700783,3,0.07100224494934082
30,1.9905286042799548,3.450074899039417,3.4500748990394174,3,0.07000184059143066
40,2.0571375682026947,3.56552459113967,3.56552459113967,3,0.06300234794616699
50,2.129697636249576,3.6912890081406973,3.691289008140698,3,0.07399964332580566
